lon,lat,name,fix,mov,obs_ve,obs_vn,obs_ee,obs_en,pred_ve,pred_vn,cen,resid_e,resid_n
-87.3926813699,-85.3692637991,WLCT,igs08,ant,10.728,8.185,0.238,0.249,11.173,8.036,0.0,-0.445,0.149
-96.6376995167,-80.5441116673,WLRD,igs08,ant,12.951,8.502,0.354,0.374,13.982,6.404,0.0,-1.031,2.098
-28.4026747072,-81.5770038979,WWAY,igs08,ant,12.082,-2.054,1.395,0.549,1.105,12.285,0.0,10.977,-14.339
-77.24,17.81,LION,igs08,car,7.109,7.882,0.5,0.5,9.108,8.486,0.0,-1.999,-0.604
-75.97,17.42,MCAY,igs08,car,8.108,7.38,2.8,1.6,9.345,8.987,0.0,-1.237,-1.607
-76.18,17.92,MRNT,igs08,car,6.909,7.381,0.4,0.4,9.102,8.899,0.0,-2.193,-1.518
-77.78,17.02,PEDR,igs08,car,9.907,6.982,0.9,0.7,9.46,8.286,0.0,0.447,-1.304
-77.16,17.74,PLND,igs08,car,7.808,7.082,0.4,0.4,9.145,8.519,0.0,-1.337,-1.437
-81.729,12.524,SANA,igs08,car,14.835,9.551,2.891,3.598,11.543,6.936,0.0,3.292,2.615
-84.602,10.549,ACOS,igs08,car,16.54,12.625,0.6,0.3,12.376,9.08,0.0,4.164,3.545
-84.602,10.549,ACOS,igs08,car,15.545,12.002,1.2,0.8,12.376,9.08,0.0,3.169,2.922
-83.065,12.177,CORN,igs08,car,12.104,9.047,3.8,2.4,11.706,6.435,0.0,0.398,2.612
-85.36,12.57,PORT,igs08,car,13.367,9.079,3.7,2.7,11.346,5.245,0.0,2.021,3.834
-85.22,12.92,RIOB,igs08,car,10.257,10.383,6.1,1.8,11.188,5.283,0.0,-0.931,5.1
-85.81,12.4,TEUS,igs08,car,10.869,8.465,2.8,2.1,11.419,5.102,0.0,-0.55,3.363
-81.729,12.524,SANA,igs08,car,12.419,6.945,0.9,0.6,11.543,6.936,0.0,0.876,0.009
-83.065,12.177,CORN,igs08,car,11.228,6.507,3.8,2.5,11.706,6.435,0.0,-0.478,0.072
-83.382,14.024,PUEC,igs08,car,10.972,4.997,3.4,3.1,10.708,6.075,0.0,0.264,-1.078
-73.654,18.303,CAVA,igs08,car,7.914,6.949,1.47,1.36,9.043,9.868,0.0,-1.129,-2.919
-71.572,18.324,ESCO,igs08,car,7.244,9.837,0.68,0.66,9.145,10.655,0.0,-1.901,-0.818
-72.538,18.235,JACM,igs08,car,4.434,9.633,1.31,1.24,9.132,10.292,0.0,-4.698,-0.659
-72.285,18.449,KENS,igs08,car,7.874,7.654,1.33,1.23,9.049,10.386,0.0,-1.175,-2.732
